seed,locations,num_uavs,num_customers,num_obstacles,route,assignments,makespan,collisions_obstacle,collision_uavs
18525533,"[[5000 5000]
 [2500 7226]
 [6626 6000]
 [7750 3046]
 [4997 6000]
 [6500 5738]
 [6338 5250]
 [5000 4819]
 [7342 4750]
 [2500 7031]
 [8058 3000]
 [3000 7174]
 [5268 7750]
 [2000 4675]
 [4984 8000]
 [6500 4862]
 [2082 3000]
 [2250 7702]
 [7554 4250]
 [5750 6998]
 [1657 4250]
 [2250 6386]
 [8212 5750]
 [7000 7648]
 [6955 1750]
 [4500 4481]
 [6273 4750]
 [2750 5175]
 [6434 6500]
 [5000 6009]
 [5466 6750]
 [8000 3135]
 [7317 3500]
 [3750 6444]
 [5207 4000]
 [7000 8239]
 [6144 7000]
 [6250 5589]
 [5597 7500]
 [3750 6089]
 [4721 6750]
 [3500 3726]
 [4402 6000]
 [3000 2398]
 [2042 1500]
 [2000 5686]
 [4115 8250]
 [2500 6688]
 [6811 3000]
 [6250 5307]
 [8428 6500]]",Num of UAV_0: 1 Num of UAV_1: 1,50,30,"[0, 7, 26, 6, 5, 2, 15, 8, 18, 3, 48, 16, 13, 27, 47, 9, 1, 11, 33, 42, 4, 0]","{(0, 16): (34, 13), (0, 11): (8, 33), (0, 3): (22, 48), (0, 18): (23, 3), (0, 13): (32, 27), (0, 2): (19, 15), (0, 7): (25, 26), (0, 15): (40, 8), (0, 6): (28, 5), (0, 27): (30, 47), (0, 4): (21, 0), (0, 33): (31, 42), (0, 42): (20, 4), (1, 13): (35, 27), (1, 3): (15, 48), (1, 11): (11, 33), (1, 2): (26, 15), (1, 8): (1, 18), (1, 7): (14, 26), (1, 33): (36, 42), (1, 15): (41, 8), (1, 47): (12, 9), (1, 18): (13, 3), (1, 1): (37, 11), (1, 4): (5, 0), (1, 42): (29, 4), (1, 6): (3, 5), (1, 5): (10, 2), (1, 26): (27, 6), (1, 0): (16, 7)}",2139,15,38
18930197,"[[5000 5000]
 [6250 3436]
 [6010 5750]
 [2750 7597]
 [2037 6000]
 [5500 6231]
 [2821 2750]
 [6250 2657]
 [3432 6500]
 [4750 4963]
 [5665 1500]
 [3750 4296]
 [5714 5000]
 [1500 6998]
 [4889 5500]
 [2250 3973]
 [6035 2000]
 [7250 7185]
 [5800 5000]
 [3000 1714]
 [3712 4000]
 [4750 2195]
 [7797 3250]
 [6250 6747]
 [5235 7250]
 [7000 4864]
 [3064 5750]
 [8000 7011]
 [8062 5750]
 [7250 3313]
 [4346 8000]
 [3500 5219]
 [1908 7750]
 [3750 8380]
 [2103 4500]
 [2750 3910]
 [1590 6750]
 [8250 8404]
 [3341 6750]
 [4500 8160]
 [3344 4750]
 [3750 3414]
 [6913 2500]
 [3000 4654]
 [2342 5750]
 [5000 4923]
 [1754 6250]
 [4250 6001]
 [7733 3250]
 [4000 8302]
 [8368 2750]]",Num of UAV_0: 1 Num of UAV_1: 1,50,30,"[0, 45, 1, 7, 16, 21, 6, 35, 15, 34, 44, 4, 46, 36, 32, 3, 38, 8, 47, 5, 2, 18, 12, 0]","{(0, 7): (33, 16), (0, 45): (39, 1), (0, 1): (20, 7), (0, 5): (14, 2), (0, 3): (24, 38), (0, 47): (15, 5), (0, 8): (5, 47), (0, 21): (34, 6), (0, 34): (31, 44), (0, 12): (0, 0), (1, 5): (28, 2), (1, 47): (18, 5), (1, 16): (41, 21), (1, 2): (19, 18), (1, 8): (8, 47), (1, 34): (10, 44), (1, 1): (1, 7), (1, 7): (13, 16), (1, 12): (16, 0), (1, 32): (21, 3), (1, 36): (30, 32), (1, 3): (40, 38), (1, 44): (4, 4), (1, 35): (32, 15), (1, 46): (17, 36), (1, 15): (2, 34), (1, 6): (11, 35), (1, 4): (22, 46)}",2231,15,50
1098222,"[[5000 5000]
 [5000 4391]
 [6203 7000]
 [4500 7300]
 [7062 7000]
 [3250 5409]
 [3098 7000]
 [6500 2415]
 [6777 4750]
 [2250 4264]
 [3406 8250]
 [2250 1969]
 [3900 4500]
 [6750 2741]
 [7032 4500]
 [8000 3141]
 [2934 1750]
 [8250 7982]
 [2698 5500]
 [5250 5744]
 [5467 2750]
 [3500 6956]
 [3615 2250]
 [4750 7028]
 [6546 3250]
 [2000 4884]
 [4650 3250]
 [3000 4230]
 [2719 4250]
 [5500 4071]
 [6337 4500]
 [6000 7281]
 [3938 4250]
 [4500 3825]
 [8313 5750]
 [3500 2581]
 [5768 8000]
 [4000 5952]
 [5347 2000]
 [3000 3193]
 [6392 1750]
 [5750 7320]
 [1504 1500]
 [3250 1951]
 [4582 7000]
 [2750 2491]
 [5971 3750]
 [1500 3713]
 [2562 5250]
 [2250 7769]
 [2962 7000]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 5, 6, 21, 3, 41, 2, 4, 8, 13, 7, 20, 26, 33, 1, 0]","{(0, 8): (6, 13), (0, 4): (25, 8), (0, 0): (0, 5), (0, 20): (26, 26), (0, 6): (41, 21), (0, 5): (39, 6), (0, 2): (22, 4), (0, 33): (3, 1), (0, 21): (28, 3), (0, 3): (10, 41), (1, 4): (27, 8), (1, 20): (29, 26), (1, 0): (19, 5), (1, 5): (18, 6), (1, 8): (5, 13), (1, 33): (20, 1), (2, 20): (33, 26), (2, 7): (2, 20), (2, 2): (8, 4), (2, 3): (40, 41), (2, 33): (36, 1), (2, 26): (13, 33), (2, 21): (16, 3), (2, 13): (31, 7), (2, 41): (35, 2), (2, 1): (37, 0), (3, 20): (38, 26), (3, 7): (7, 20), (3, 33): (34, 1), (3, 3): (1, 41), (3, 26): (30, 33), (3, 21): (9, 3), (3, 13): (15, 7), (3, 2): (14, 4), (3, 1): (23, 0), (3, 41): (21, 2)}",1747,0,264
3234108,"[[5000 5000]
 [7250 2957]
 [4945 4250]
 [4500 2980]
 [5562 5750]
 [5500 3016]
 [6007 4250]
 [6500 7144]
 [3480 7750]
 [5500 5361]
 [3843 6500]
 [7000 7530]
 [4233 4250]
 [2750 4144]
 [6100 3750]
 [7500 3265]
 [7691 4750]
 [2000 5652]
 [2202 4750]
 [3750 5516]
 [4174 5000]
 [2000 1996]
 [7087 1750]
 [2000 6727]
 [8367 2250]
 [4500 4431]
 [3275 6750]
 [7250 5264]
 [6370 4000]
 [5750 2349]
 [5479 7500]
 [3250 4976]
 [4351 3750]
 [7000 4972]
 [7158 4000]
 [7250 4709]
 [5585 1750]
 [6750 4155]
 [3883 7500]
 [8250 5162]
 [5762 1750]
 [6500 4756]
 [5516 3500]
 [5500 3514]
 [6867 7750]
 [8000 5921]
 [4903 7750]
 [4500 3453]
 [1905 6500]
 [5500 8083]
 [7210 4500]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 4, 7, 30, 38, 8, 10, 19, 20, 32, 47, 3, 5, 1, 14, 6, 2, 0]","{(0, 5): (31, 1), (0, 7): (40, 30), (0, 8): (37, 10), (0, 10): (17, 19), (0, 6): (19, 2), (0, 4): (24, 7), (0, 1): (15, 6), (1, 1): (7, 14), (1, 5): (27, 1), (1, 6): (16, 2), (2, 20): (12, 32), (2, 0): (30, 4), (2, 30): (36, 38), (2, 3): (13, 5), (2, 6): (6, 2), (2, 8): (35, 10), (2, 10): (39, 19), (2, 19): (8, 20), (2, 7): (18, 30), (2, 14): (26, 6), (2, 47): (33, 3), (2, 2): (22, 0), (2, 32): (3, 47), (3, 0): (2, 4), (3, 20): (14, 32), (3, 6): (20, 2), (3, 30): (9, 38), (3, 14): (41, 6), (3, 10): (4, 19), (3, 3): (25, 5), (3, 47): (34, 3), (3, 7): (28, 30), (3, 8): (32, 10), (3, 19): (0, 20)}",1803,0,124
4792065,"[[5000 5000]
 [3500 5952]
 [2765 3500]
 [5250 4847]
 [5049 3500]
 [5000 7767]
 [4066 7250]
 [2750 4702]
 [7936 2000]
 [6000 4596]
 [2560 6000]
 [6250 2170]
 [6245 3000]
 [5000 2048]
 [2560 5500]
 [6250 3319]
 [5217 8000]
 [3750 4489]
 [8326 6000]
 [7750 5525]
 [6794 5250]
 [5000 4605]
 [8214 7500]
 [6750 2222]
 [3746 8250]
 [4250 4087]
 [2180 6750]
 [3000 2428]
 [4948 2750]
 [5000 3653]
 [3122 3500]
 [7500 2949]
 [7455 7250]
 [3750 5295]
 [8098 2500]
 [2500 2883]
 [3615 8250]
 [3250 1917]
 [2191 2500]
 [6250 4722]
 [8038 7250]
 [6000 1678]
 [7924 6250]
 [4000 3238]
 [3790 6750]
 [7000 2253]
 [8188 6000]
 [3250 4810]
 [2576 6750]
 [4000 8236]
 [4791 5750]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 5, 6, 1, 7, 2, 4, 12, 23, 8, 11, 15, 39, 3, 0]","{(0, 2): (29, 4), (0, 6): (15, 1), (0, 5): (40, 6), (0, 1): (39, 7), (0, 0): (5, 5), (0, 7): (21, 2), (0, 4): (36, 23), (0, 15): (20, 39), (0, 39): (16, 0), (1, 6): (27, 1), (1, 5): (7, 6), (1, 2): (26, 4), (1, 1): (1, 7), (1, 0): (35, 5), (1, 7): (38, 2), (1, 4): (4, 12), (1, 12): (22, 23), (1, 11): (32, 15), (1, 15): (11, 39), (1, 39): (0, 3), (1, 3): (12, 0), (2, 5): (13, 6), (2, 15): (23, 39), (2, 7): (17, 2), (2, 39): (33, 3), (2, 23): (10, 8), (2, 12): (18, 23), (2, 11): (25, 15), (2, 3): (24, 0), (3, 5): (31, 6), (3, 15): (9, 39), (3, 39): (37, 3), (3, 7): (28, 2), (3, 12): (8, 23), (3, 11): (34, 15), (3, 23): (19, 8), (3, 3): (41, 0)}",1941,0,280
5541347,"[[5000 5000]
 [6500 6549]
 [3126 5500]
 [6000 6251]
 [7052 2750]
 [4500 3941]
 [6146 4500]
 [7250 4049]
 [4960 4250]
 [4500 4763]
 [6616 5500]
 [2750 5041]
 [6710 4250]
 [6500 4867]
 [7069 1500]
 [2500 7296]
 [1543 2000]
 [5250 6652]
 [2197 5500]
 [5750 2471]
 [5837 2500]
 [7750 8225]
 [2261 5500]
 [6750 6271]
 [1748 1750]
 [3000 4823]
 [1745 6000]
 [3000 7056]
 [2946 8250]
 [8000 3312]
 [6652 3750]
 [6500 2885]
 [3895 1750]
 [7250 8089]
 [5755 5000]
 [5750 6526]
 [5754 3000]
 [7500 7874]
 [1838 7500]
 [1750 2101]
 [7277 5250]
 [2250 6057]
 [1984 5750]
 [7250 1987]
 [1975 7000]
 [6750 5660]
 [4405 6750]
 [6500 4792]
 [5101 4250]
 [2750 4162]
 [1727 7000]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 34, 3, 1, 23, 45, 10, 13, 47, 12, 7, 4, 30, 6, 48, 8, 5, 49, 11, 2, 25, 9, 0]","{(0, 11): (32, 2), (0, 5): (9, 49), (0, 7): (34, 4), (0, 4): (20, 30), (1, 11): (33, 2), (1, 5): (13, 49), (1, 4): (11, 30), (2, 25): (15, 9), (2, 11): (29, 2), (2, 34): (19, 3), (2, 49): (30, 11), (2, 2): (35, 25), (2, 30): (5, 6), (2, 3): (24, 1), (2, 4): (23, 30), (2, 6): (18, 48), (2, 47): (22, 12), (2, 45): (31, 10), (2, 9): (37, 0), (2, 7): (26, 4), (2, 0): (8, 34), (3, 25): (7, 9), (3, 11): (41, 2), (3, 34): (12, 3), (3, 2): (17, 25), (3, 49): (6, 11), (3, 3): (28, 1), (3, 6): (10, 48), (3, 47): (27, 12)}",1847,0,106
6326915,"[[5000 5000]
 [3500 7776]
 [4222 6250]
 [6750 4113]
 [5283 2250]
 [7000 3154]
 [3995 3000]
 [4500 6289]
 [2001 5000]
 [6500 4362]
 [2765 8000]
 [2250 3808]
 [7276 2000]
 [3500 1808]
 [7528 3750]
 [3250 4877]
 [7954 3000]
 [3250 8050]
 [5711 8000]
 [5250 1748]
 [7658 2500]
 [5250 1537]
 [4665 7500]
 [5000 4697]
 [3565 7000]
 [2500 8287]
 [5341 1750]
 [3000 3761]
 [4218 8000]
 [2750 4482]
 [6313 6000]
 [3250 3428]
 [4482 7250]
 [6250 6019]
 [7555 7250]
 [2000 4782]
 [3946 2250]
 [2250 8305]
 [3794 6000]
 [3500 5060]
 [3971 4750]
 [2500 7071]
 [3933 3250]
 [7750 6017]
 [2549 3000]
 [6250 1526]
 [7792 4000]
 [4750 1878]
 [7666 4250]
 [2000 5324]
 [2811 8000]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 23, 9, 3, 5, 4, 36, 6, 42, 27, 11, 8, 39, 1, 24, 2, 7, 0]","{(0, 39): (41, 1), (0, 1): (8, 24), (0, 3): (39, 5), (0, 24): (13, 2), (0, 4): (17, 36), (0, 7): (21, 0), (0, 23): (24, 9), (0, 42): (35, 27), (0, 27): (22, 11), (0, 8): (29, 39), (0, 11): (6, 8), (1, 7): (23, 0), (1, 4): (4, 36), (1, 39): (26, 1), (1, 42): (20, 27), (1, 23): (31, 9), (2, 24): (25, 2), (2, 3): (7, 5), (2, 8): (16, 39), (2, 1): (1, 24), (2, 4): (3, 36), (2, 9): (37, 3), (2, 42): (36, 27), (2, 36): (12, 6), (2, 11): (32, 8), (2, 27): (40, 11), (3, 8): (28, 39), (3, 3): (34, 5), (3, 24): (9, 2), (3, 4): (11, 36), (3, 1): (19, 24), (3, 9): (5, 3), (3, 36): (10, 6), (3, 42): (38, 27)}",1993,0,278
7114942,"[[5000 5000]
 [3000 4433]
 [4899 3500]
 [4250 2787]
 [2139 4500]
 [5250 6233]
 [2254 5500]
 [5500 3905]
 [7049 3750]
 [5500 6357]
 [6893 7500]
 [1500 4374]
 [2557 7750]
 [4750 7904]
 [8393 7250]
 [5750 1777]
 [5430 8000]
 [8000 2728]
 [4671 5250]
 [4250 1685]
 [4203 6750]
 [8000 5829]
 [8169 5000]
 [7250 5700]
 [7498 5750]
 [2250 8095]
 [4475 6250]
 [8000 6795]
 [5797 3500]
 [8000 1691]
 [8444 7500]
 [1500 7468]
 [5972 1750]
 [4750 1575]
 [2735 4750]
 [5500 2960]
 [7232 7500]
 [2500 8304]
 [8215 1500]
 [1750 1715]
 [6290 4500]
 [2500 2693]
 [5316 3750]
 [3000 3136]
 [6055 4750]
 [7500 7165]
 [1680 2000]
 [3500 7144]
 [2466 2500]
 [3500 6685]
 [6755 6250]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 5, 9, 50, 23, 8, 28, 7, 42, 2, 3, 43, 1, 4, 6, 34, 0]","{(0, 9): (1, 50), (0, 23): (18, 8), (0, 50): (36, 23), (0, 34): (2, 0), (0, 3): (10, 43), (0, 43): (32, 1), (0, 0): (11, 5), (0, 8): (26, 28), (1, 50): (12, 23), (1, 23): (13, 8), (1, 9): (15, 50), (1, 34): (40, 0), (1, 0): (9, 5), (2, 0): (28, 5), (2, 8): (29, 28), (2, 6): (16, 34), (2, 50): (21, 23), (2, 4): (22, 6), (2, 9): (27, 50), (2, 2): (8, 3), (2, 43): (37, 1), (2, 3): (6, 43), (2, 1): (39, 4), (2, 42): (31, 2), (2, 5): (17, 9), (3, 8): (20, 28), (3, 50): (5, 23), (3, 0): (7, 5), (3, 6): (3, 34), (3, 9): (4, 50), (3, 2): (30, 3), (3, 3): (23, 43), (3, 43): (24, 1), (3, 4): (38, 6), (3, 42): (35, 2)}",1772,0,220
7543240,"[[5000 5000]
 [4000 6963]
 [7386 7250]
 [4750 2304]
 [7964 6250]
 [3750 2482]
 [2462 3250]
 [3500 4454]
 [6423 5000]
 [5250 7423]
 [7160 4250]
 [7000 2039]
 [6171 5500]
 [3000 3313]
 [2131 5750]
 [2500 2510]
 [3246 7250]
 [7750 1775]
 [7600 3250]
 [5750 6153]
 [1837 3500]
 [5000 6499]
 [8334 2000]
 [6750 7760]
 [5096 8250]
 [7750 3981]
 [4905 7250]
 [6750 3431]
 [7795 6750]
 [2250 3237]
 [4978 3500]
 [3000 6437]
 [4030 2000]
 [5000 2321]
 [3622 3500]
 [4000 5483]
 [2193 6500]
 [6750 5995]
 [1622 2500]
 [2750 2348]
 [8168 5750]
 [3000 2958]
 [6774 4500]
 [2250 8369]
 [4892 6750]
 [1750 3393]
 [3154 2750]
 [4250 1829]
 [7188 4000]
 [6000 2319]
 [1542 5500]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 30, 3, 5, 6, 13, 7, 35, 1, 2, 4, 10, 8, 0]","{(0, 4): (14, 10), (0, 35): (22, 1), (0, 13): (6, 7), (0, 10): (28, 8), (0, 6): (20, 13), (0, 30): (38, 3), (0, 8): (10, 0), (0, 3): (23, 5), (0, 5): (24, 6), (0, 7): (25, 35), (1, 35): (17, 1), (1, 13): (30, 7), (1, 30): (40, 3), (1, 6): (32, 13), (1, 8): (33, 0), (1, 3): (37, 5), (1, 10): (39, 8), (1, 4): (3, 10), (2, 10): (13, 8), (2, 35): (34, 1), (2, 30): (8, 3), (2, 8): (15, 0), (2, 3): (2, 5), (2, 0): (31, 30), (2, 7): (0, 35), (2, 6): (29, 13), (2, 2): (9, 4), (2, 13): (5, 7), (3, 8): (7, 0), (3, 10): (19, 8), (3, 0): (27, 30), (3, 35): (41, 1), (3, 30): (16, 3), (3, 3): (11, 5), (3, 6): (36, 13), (3, 13): (35, 7), (3, 2): (12, 4), (3, 7): (18, 35)}",1955,0,258
7705580,"[[5000 5000]
 [5500 2188]
 [5318 7750]
 [5000 6066]
 [2732 2750]
 [6000 5713]
 [3861 3500]
 [5250 5936]
 [6329 4500]
 [4500 1602]
 [5523 5750]
 [5000 8473]
 [2156 5500]
 [2000 1889]
 [6917 7500]
 [5000 5584]
 [8053 6250]
 [6000 6794]
 [3297 5500]
 [6000 6843]
 [2756 7500]
 [1500 6979]
 [5948 8250]
 [8250 3915]
 [6919 4250]
 [2500 1720]
 [2680 5500]
 [4250 3963]
 [4311 7500]
 [7000 3888]
 [2938 3500]
 [2250 6084]
 [3461 6000]
 [5750 1518]
 [4638 6000]
 [1750 2120]
 [3727 1500]
 [7000 3828]
 [7870 2500]
 [6000 6529]
 [6268 7000]
 [4750 5956]
 [1923 4250]
 [6000 6128]
 [2887 3750]
 [6250 6056]
 [6683 6500]
 [4500 5580]
 [3541 2000]
 [4500 2466]
 [4665 6250]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 3, 2, 7, 10, 5, 8, 1, 49, 6, 30, 4, 44, 18, 47, 0]","{(0, 2): (2, 7), (0, 3): (5, 2), (0, 5): (20, 8), (0, 10): (34, 5), (0, 0): (6, 3), (0, 49): (27, 30), (0, 44): (25, 18), (0, 18): (32, 47), (1, 2): (13, 7), (1, 49): (39, 6), (1, 5): (28, 8), (1, 3): (37, 2), (1, 44): (22, 18), (1, 47): (41, 0), (1, 18): (17, 47), (1, 6): (18, 4), (2, 1): (29, 49), (2, 18): (12, 47), (2, 5): (14, 8), (2, 0): (7, 3), (2, 6): (26, 30), (2, 30): (0, 4), (2, 47): (19, 0), (2, 10): (8, 5), (2, 7): (30, 10), (2, 4): (3, 44), (3, 5): (24, 8), (3, 1): (4, 49), (3, 18): (11, 47), (3, 6): (16, 30), (3, 10): (10, 5), (3, 47): (15, 0), (3, 0): (31, 3), (3, 30): (33, 4), (3, 7): (36, 10), (3, 4): (23, 44)}",1886,0,214
7990145,"[[5000 5000]
 [7250 2095]
 [4833 4000]
 [4500 7889]
 [7853 4250]
 [3500 6181]
 [7504 5000]
 [3750 3799]
 [4583 6500]
 [7250 5056]
 [6070 6500]
 [3000 1967]
 [4040 3250]
 [5000 2416]
 [4329 6250]
 [1750 6611]
 [2721 6250]
 [5750 1627]
 [4363 5000]
 [4500 4955]
 [2551 3750]
 [6250 6765]
 [5987 5000]
 [7500 3194]
 [2180 5500]
 [3000 5349]
 [3295 4500]
 [8000 7043]
 [2796 6500]
 [3500 3443]
 [5918 2500]
 [4250 2653]
 [7754 6250]
 [5500 1960]
 [6593 3250]
 [6500 6855]
 [7826 4750]
 [3750 4369]
 [5233 4750]
 [7750 6795]
 [5101 3250]
 [2000 3280]
 [1563 6750]
 [6500 7729]
 [3398 2500]
 [7500 6536]
 [4335 5000]
 [4250 7437]
 [8195 5750]
 [5500 1953]
 [3645 3000]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 8, 3, 47, 5, 37, 7, 2, 40, 34, 1, 23, 4, 36, 6, 22, 0]","{(0, 5): (19, 37), (0, 7): (41, 2), (0, 34): (8, 1), (0, 40): (4, 34), (0, 47): (16, 5), (0, 0): (12, 8), (0, 22): (29, 0), (0, 1): (21, 4), (0, 36): (0, 22), (1, 5): (7, 37), (1, 34): (24, 1), (1, 40): (40, 34), (1, 0): (1, 8), (1, 47): (9, 5), (1, 7): (37, 2), (2, 8): (33, 3), (2, 40): (2, 34), (2, 7): (32, 2), (2, 2): (11, 40), (2, 23): (18, 4), (2, 6): (34, 22), (2, 1): (39, 23), (2, 22): (36, 0), (2, 37): (3, 7), (2, 3): (26, 47), (3, 8): (6, 3), (3, 2): (35, 40), (3, 23): (30, 4), (3, 7): (15, 2), (3, 6): (20, 22), (3, 1): (22, 23), (3, 40): (23, 34), (3, 22): (17, 0), (3, 3): (5, 47), (3, 37): (10, 7)}",1937,0,310
8804192,"[[5000 5000]
 [7500 7213]
 [5772 5750]
 [6500 6820]
 [6930 2000]
 [6000 4267]
 [7410 2250]
 [5750 2243]
 [4284 2750]
 [6250 7110]
 [6075 3750]
 [8000 4009]
 [4139 4500]
 [1500 2860]
 [5498 4000]
 [7250 3021]
 [4471 4750]
 [6000 7496]
 [1674 8000]
 [3250 3021]
 [2998 2500]
 [3000 5900]
 [2289 2750]
 [3500 2386]
 [3183 4250]
 [3000 8462]
 [4387 5250]
 [1750 4479]
 [3467 6750]
 [6500 1975]
 [2842 8250]
 [2250 2311]
 [2765 7500]
 [8250 6883]
 [3085 6500]
 [7500 4295]
 [8028 6250]
 [2750 7616]
 [8431 6250]
 [1500 7964]
 [4206 3000]
 [5750 6014]
 [3887 3500]
 [2500 7378]
 [6203 2750]
 [4500 6678]
 [2891 4250]
 [4750 7762]
 [2890 8000]
 [4250 6100]
 [1576 3750]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 16, 12, 40, 8, 7, 4, 6, 35, 5, 2, 41, 9, 1, 3, 45, 28, 49, 26, 0]","{(0, 1): (24, 3), (0, 4): (20, 6), (0, 7): (6, 4), (0, 8): (10, 7), (0, 12): (37, 40), (0, 45): (25, 28), (0, 28): (39, 26), (1, 1): (27, 3), (2, 45): (9, 28), (2, 28): (30, 49), (2, 12): (4, 40), (2, 41): (16, 9), (2, 40): (13, 8), (2, 7): (11, 4), (2, 49): (23, 26), (2, 26): (18, 0), (2, 35): (29, 5), (2, 1): (2, 3), (2, 0): (15, 16), (2, 4): (35, 6), (2, 16): (5, 12), (3, 12): (22, 40), (3, 41): (21, 9), (3, 45): (34, 28), (3, 28): (41, 49), (3, 49): (28, 26), (3, 7): (14, 4), (3, 26): (12, 0), (3, 1): (38, 3), (3, 35): (8, 5), (3, 40): (33, 8), (3, 0): (1, 16)}",2222,0,134
10355069,"[[5000 5000]
 [5250 6038]
 [3574 3000]
 [6250 7306]
 [6710 3250]
 [4500 4930]
 [7365 7250]
 [2000 3828]
 [3918 2000]
 [5000 2432]
 [3595 2250]
 [4250 6883]
 [8385 3000]
 [5500 1578]
 [2355 5250]
 [1500 3441]
 [3395 7250]
 [3500 5390]
 [3015 6250]
 [3000 5676]
 [1801 7000]
 [4500 7421]
 [4986 1500]
 [3250 7855]
 [1918 5500]
 [5250 4051]
 [7535 2750]
 [7750 2184]
 [2470 1750]
 [6250 4061]
 [4333 6000]
 [5500 2294]
 [2950 6500]
 [2750 7359]
 [3335 8000]
 [4750 8122]
 [3684 3500]
 [2000 2978]
 [7272 5500]
 [7250 8467]
 [8337 7750]
 [6750 7468]
 [5500 4250]
 [3500 7294]
 [7640 5500]
 [5750 6420]
 [5568 4500]
 [6000 1605]
 [4150 7750]
 [4250 5558]
 [8403 6750]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 1, 45, 3, 6, 38, 4, 31, 9, 8, 10, 2, 37, 7, 14, 17, 5, 0]","{(0, 38): (3, 4), (0, 6): (31, 38), (0, 9): (4, 8), (0, 37): (6, 7), (0, 14): (15, 17), (0, 17): (10, 5), (0, 4): (20, 31), (0, 0): (33, 1), (1, 38): (41, 4), (1, 6): (35, 38), (1, 14): (9, 17), (1, 4): (16, 31), (1, 0): (37, 1), (2, 9): (18, 8), (2, 45): (30, 3), (2, 17): (11, 5), (2, 0): (14, 1), (2, 1): (26, 45), (2, 2): (38, 37), (2, 14): (34, 17), (2, 3): (2, 6), (2, 8): (13, 10), (2, 5): (40, 0), (2, 37): (27, 7), (3, 9): (17, 8), (3, 45): (24, 3), (3, 0): (25, 1), (3, 1): (32, 45), (3, 14): (7, 17), (3, 3): (12, 6), (3, 17): (39, 5), (3, 8): (19, 10), (3, 2): (23, 37), (3, 5): (21, 0)}",1981,0,204
13101285,"[[5000 5000]
 [7000 2944]
 [2681 3000]
 [7500 2489]
 [4186 6250]
 [4500 7889]
 [5324 6500]
 [6500 6993]
 [2046 4750]
 [3000 8328]
 [5023 5500]
 [6000 5572]
 [4200 7750]
 [2500 2164]
 [7843 2000]
 [1500 5137]
 [1993 6500]
 [1500 6575]
 [1598 3500]
 [2000 6860]
 [7188 3750]
 [6250 2654]
 [2656 2500]
 [3500 7803]
 [7459 4500]
 [2750 2285]
 [6954 7000]
 [5250 4241]
 [3482 6000]
 [3750 5667]
 [3784 4000]
 [8000 1853]
 [2422 2500]
 [5500 8247]
 [7728 4250]
 [2250 4524]
 [7812 7000]
 [7500 7901]
 [5401 3250]
 [6500 2684]
 [4924 7500]
 [3500 1692]
 [6745 6250]
 [2250 5324]
 [2496 7500]
 [2250 5251]
 [1782 1750]
 [3250 4342]
 [4714 5250]
 [6500 7952]
 [6424 6750]]",Num of UAV_0: 2 Num of UAV_1: 2,50,0,"[0, 48, 4, 12, 5, 40, 6, 50, 7, 42, 20, 1, 3, 21, 22, 2, 35, 8, 0]","{(0, 1): (5, 3), (0, 3): (22, 21), (0, 22): (16, 2), (0, 20): (30, 1), (0, 2): (36, 35), (0, 40): (24, 6), (0, 4): (19, 12), (0, 0): (1, 48), (1, 22): (23, 2), (1, 2): (38, 35), (2, 22): (37, 2), (2, 48): (9, 4), (2, 3): (32, 21), (2, 35): (6, 8), (2, 40): (10, 6), (2, 5): (0, 40), (2, 4): (7, 12), (2, 6): (25, 50), (2, 7): (27, 42), (2, 12): (14, 5), (2, 1): (29, 3), (2, 50): (17, 7), (2, 0): (20, 48), (2, 20): (18, 1), (3, 22): (4, 2), (3, 48): (8, 4), (3, 40): (35, 6), (3, 4): (28, 12), (3, 35): (34, 8), (3, 7): (15, 42), (3, 5): (40, 40), (3, 3): (21, 21), (3, 0): (2, 48)}",2200,0,128
