seed,locations,num_uavs,num_customers,num_obstacles,heuristic_truck_route,makespan,collisions_obstacle,collision_uavs
4792065,"[[5000 5000]
 [3500 5952]
 [2765 3500]
 [5250 4847]
 [5049 3500]
 [5000 7767]
 [4066 7250]
 [2750 4702]
 [7936 2000]
 [6000 4596]
 [2560 6000]
 [6250 2170]
 [6245 3000]
 [5000 2048]
 [2560 5500]
 [6250 3319]
 [5217 8000]
 [3750 4489]
 [8326 6000]
 [7750 5525]
 [6794 5250]
 [5000 4605]
 [8214 7500]
 [6750 2222]
 [3746 8250]
 [4250 4087]
 [2180 6750]
 [3000 2428]
 [4948 2750]
 [5000 3653]
 [3122 3500]
 [7500 2949]
 [7455 7250]
 [3750 5295]
 [8098 2500]
 [2500 2883]
 [3615 8250]
 [3250 1917]
 [2191 2500]
 [6250 4722]
 [8038 7250]
 [6000 1678]
 [7924 6250]
 [4000 3238]
 [3790 6750]
 [7000 2253]
 [8188 6000]
 [3250 4810]
 [2576 6750]
 [4000 8236]
 [4791 5750]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[3, 39, 11, 8, 4, 2, 7, 1, 6, 5]",2122,0,594
5541347,"[[5000 5000]
 [6500 6549]
 [3126 5500]
 [6000 6251]
 [7052 2750]
 [4500 3941]
 [6146 4500]
 [7250 4049]
 [4960 4250]
 [4500 4763]
 [6616 5500]
 [2750 5041]
 [6710 4250]
 [6500 4867]
 [7069 1500]
 [2500 7296]
 [1543 2000]
 [5250 6652]
 [2197 5500]
 [5750 2471]
 [5837 2500]
 [7750 8225]
 [2261 5500]
 [6750 6271]
 [1748 1750]
 [3000 4823]
 [1745 6000]
 [3000 7056]
 [2946 8250]
 [8000 3312]
 [6652 3750]
 [6500 2885]
 [3895 1750]
 [7250 8089]
 [5755 5000]
 [5750 6526]
 [5754 3000]
 [7500 7874]
 [1838 7500]
 [1750 2101]
 [7277 5250]
 [2250 6057]
 [1984 5750]
 [7250 1987]
 [1975 7000]
 [6750 5660]
 [4405 6750]
 [6500 4792]
 [5101 4250]
 [2750 4162]
 [1727 7000]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[2, 11, 49, 5, 8, 6, 31, 4, 7, 12, 10, 1, 3, 34]",1554,0,14
6326915,"[[5000 5000]
 [3500 7776]
 [4222 6250]
 [6750 4113]
 [5283 2250]
 [7000 3154]
 [3995 3000]
 [4500 6289]
 [2001 5000]
 [6500 4362]
 [2765 8000]
 [2250 3808]
 [7276 2000]
 [3500 1808]
 [7528 3750]
 [3250 4877]
 [7954 3000]
 [3250 8050]
 [5711 8000]
 [5250 1748]
 [7658 2500]
 [5250 1537]
 [4665 7500]
 [5000 4697]
 [3565 7000]
 [2500 8287]
 [5341 1750]
 [3000 3761]
 [4218 8000]
 [2750 4482]
 [6313 6000]
 [3250 3428]
 [4482 7250]
 [6250 6019]
 [7555 7250]
 [2000 4782]
 [3946 2250]
 [2250 8305]
 [3794 6000]
 [3500 5060]
 [3971 4750]
 [2500 7071]
 [3933 3250]
 [7750 6017]
 [2549 3000]
 [6250 1526]
 [7792 4000]
 [4750 1878]
 [7666 4250]
 [2000 5324]
 [2811 8000]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[7, 2, 24, 1, 39, 8, 11, 27, 31, 42, 6, 4, 5, 3, 9, 23]",1760,0,36
7114942,"[[5000 5000]
 [3000 4433]
 [4899 3500]
 [4250 2787]
 [2139 4500]
 [5250 6233]
 [2254 5500]
 [5500 3905]
 [7049 3750]
 [5500 6357]
 [6893 7500]
 [1500 4374]
 [2557 7750]
 [4750 7904]
 [8393 7250]
 [5750 1777]
 [5430 8000]
 [8000 2728]
 [4671 5250]
 [4250 1685]
 [4203 6750]
 [8000 5829]
 [8169 5000]
 [7250 5700]
 [7498 5750]
 [2250 8095]
 [4475 6250]
 [8000 6795]
 [5797 3500]
 [8000 1691]
 [8444 7500]
 [1500 7468]
 [5972 1750]
 [4750 1575]
 [2735 4750]
 [5500 2960]
 [7232 7500]
 [2500 8304]
 [8215 1500]
 [1750 1715]
 [6290 4500]
 [2500 2693]
 [5316 3750]
 [3000 3136]
 [6055 4750]
 [7500 7165]
 [1680 2000]
 [3500 7144]
 [2466 2500]
 [3500 6685]
 [6755 6250]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[7, 8, 28, 2, 3, 43, 1, 4, 6, 5]",1432,0,10
7543240,"[[5000 5000]
 [4000 6963]
 [7386 7250]
 [4750 2304]
 [7964 6250]
 [3750 2482]
 [2462 3250]
 [3500 4454]
 [6423 5000]
 [5250 7423]
 [7160 4250]
 [7000 2039]
 [6171 5500]
 [3000 3313]
 [2131 5750]
 [2500 2510]
 [3246 7250]
 [7750 1775]
 [7600 3250]
 [5750 6153]
 [1837 3500]
 [5000 6499]
 [8334 2000]
 [6750 7760]
 [5096 8250]
 [7750 3981]
 [4905 7250]
 [6750 3431]
 [7795 6750]
 [2250 3237]
 [4978 3500]
 [3000 6437]
 [4030 2000]
 [5000 2321]
 [3622 3500]
 [4000 5483]
 [2193 6500]
 [6750 5995]
 [1622 2500]
 [2750 2348]
 [8168 5750]
 [3000 2958]
 [6774 4500]
 [2250 8369]
 [4892 6750]
 [1750 3393]
 [3154 2750]
 [4250 1829]
 [7188 4000]
 [6000 2319]
 [1542 5500]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[30, 3, 5, 15, 6, 13, 7, 1, 26, 2, 4, 10, 8]",1741,0,74
7705580,"[[5000 5000]
 [5500 2188]
 [5318 7750]
 [5000 6066]
 [2732 2750]
 [6000 5713]
 [3861 3500]
 [5250 5936]
 [6329 4500]
 [4500 1602]
 [5523 5750]
 [5000 8473]
 [2156 5500]
 [2000 1889]
 [6917 7500]
 [5000 5584]
 [8053 6250]
 [6000 6794]
 [3297 5500]
 [6000 6843]
 [2756 7500]
 [1500 6979]
 [5948 8250]
 [8250 3915]
 [6919 4250]
 [2500 1720]
 [2680 5500]
 [4250 3963]
 [4311 7500]
 [7000 3888]
 [2938 3500]
 [2250 6084]
 [3461 6000]
 [5750 1518]
 [4638 6000]
 [1750 2120]
 [3727 1500]
 [7000 3828]
 [7870 2500]
 [6000 6529]
 [6268 7000]
 [4750 5956]
 [1923 4250]
 [6000 6128]
 [2887 3750]
 [6250 6056]
 [6683 6500]
 [4500 5580]
 [3541 2000]
 [4500 2466]
 [4665 6250]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[47, 18, 6, 30, 4, 49, 1, 8, 5, 7, 2, 3, 15]",1728,0,6
7990145,"[[5000 5000]
 [7250 2095]
 [4833 4000]
 [4500 7889]
 [7853 4250]
 [3500 6181]
 [7504 5000]
 [3750 3799]
 [4583 6500]
 [7250 5056]
 [6070 6500]
 [3000 1967]
 [4040 3250]
 [5000 2416]
 [4329 6250]
 [1750 6611]
 [2721 6250]
 [5750 1627]
 [4363 5000]
 [4500 4955]
 [2551 3750]
 [6250 6765]
 [5987 5000]
 [7500 3194]
 [2180 5500]
 [3000 5349]
 [3295 4500]
 [8000 7043]
 [2796 6500]
 [3500 3443]
 [5918 2500]
 [4250 2653]
 [7754 6250]
 [5500 1960]
 [6593 3250]
 [6500 6855]
 [7826 4750]
 [3750 4369]
 [5233 4750]
 [7750 6795]
 [5101 3250]
 [2000 3280]
 [1563 6750]
 [6500 7729]
 [3398 2500]
 [7500 6536]
 [4335 5000]
 [4250 7437]
 [8195 5750]
 [5500 1953]
 [3645 3000]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[8, 3, 5, 7, 2, 13, 1, 23, 4, 6]",1718,0,24
8804192,"[[5000 5000]
 [7500 7213]
 [5772 5750]
 [6500 6820]
 [6930 2000]
 [6000 4267]
 [7410 2250]
 [5750 2243]
 [4284 2750]
 [6250 7110]
 [6075 3750]
 [8000 4009]
 [4139 4500]
 [1500 2860]
 [5498 4000]
 [7250 3021]
 [4471 4750]
 [6000 7496]
 [1674 8000]
 [3250 3021]
 [2998 2500]
 [3000 5900]
 [2289 2750]
 [3500 2386]
 [3183 4250]
 [3000 8462]
 [4387 5250]
 [1750 4479]
 [3467 6750]
 [6500 1975]
 [2842 8250]
 [2250 2311]
 [2765 7500]
 [8250 6883]
 [3085 6500]
 [7500 4295]
 [8028 6250]
 [2750 7616]
 [8431 6250]
 [1500 7964]
 [4206 3000]
 [5750 6014]
 [3887 3500]
 [2500 7378]
 [6203 2750]
 [4500 6678]
 [2891 4250]
 [4750 7762]
 [2890 8000]
 [4250 6100]
 [1576 3750]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[16, 40, 8, 7, 4, 6, 35, 5, 2, 41, 9, 1, 3, 45, 49, 26]",1827,0,8
10355069,"[[5000 5000]
 [5250 6038]
 [3574 3000]
 [6250 7306]
 [6710 3250]
 [4500 4930]
 [7365 7250]
 [2000 3828]
 [3918 2000]
 [5000 2432]
 [3595 2250]
 [4250 6883]
 [8385 3000]
 [5500 1578]
 [2355 5250]
 [1500 3441]
 [3395 7250]
 [3500 5390]
 [3015 6250]
 [3000 5676]
 [1801 7000]
 [4500 7421]
 [4986 1500]
 [3250 7855]
 [1918 5500]
 [5250 4051]
 [7535 2750]
 [7750 2184]
 [2470 1750]
 [6250 4061]
 [4333 6000]
 [5500 2294]
 [2950 6500]
 [2750 7359]
 [3335 8000]
 [4750 8122]
 [3684 3500]
 [2000 2978]
 [7272 5500]
 [7250 8467]
 [8337 7750]
 [6750 7468]
 [5500 4250]
 [3500 7294]
 [7640 5500]
 [5750 6420]
 [5568 4500]
 [6000 1605]
 [4150 7750]
 [4250 5558]
 [8403 6750]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[1, 45, 3, 6, 38, 4, 9, 8, 10, 2, 7, 14, 5]",1825,0,300
13101285,"[[5000 5000]
 [7000 2944]
 [2681 3000]
 [7500 2489]
 [4186 6250]
 [4500 7889]
 [5324 6500]
 [6500 6993]
 [2046 4750]
 [3000 8328]
 [5023 5500]
 [6000 5572]
 [4200 7750]
 [2500 2164]
 [7843 2000]
 [1500 5137]
 [1993 6500]
 [1500 6575]
 [1598 3500]
 [2000 6860]
 [7188 3750]
 [6250 2654]
 [2656 2500]
 [3500 7803]
 [7459 4500]
 [2750 2285]
 [6954 7000]
 [5250 4241]
 [3482 6000]
 [3750 5667]
 [3784 4000]
 [8000 1853]
 [2422 2500]
 [5500 8247]
 [7728 4250]
 [2250 4524]
 [7812 7000]
 [7500 7901]
 [5401 3250]
 [6500 2684]
 [4924 7500]
 [3500 1692]
 [6745 6250]
 [2250 5324]
 [2496 7500]
 [2250 5251]
 [1782 1750]
 [3250 4342]
 [4714 5250]
 [6500 7952]
 [6424 6750]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[48, 4, 12, 5, 6, 50, 7, 42, 20, 3, 1, 2, 35, 8]",2021,0,8
13975902,"[[5000 5000]
 [2250 6820]
 [4151 6250]
 [2000 6334]
 [3171 5500]
 [5750 6422]
 [7873 3000]
 [6500 2911]
 [4833 2750]
 [8250 3395]
 [5615 2750]
 [6000 7901]
 [5326 6750]
 [6750 2903]
 [3911 8000]
 [8000 1961]
 [6874 6000]
 [3750 7430]
 [5464 7500]
 [6500 8463]
 [3343 4250]
 [3750 8453]
 [4393 7250]
 [3000 6326]
 [5332 3250]
 [3250 4294]
 [2396 6750]
 [7750 6387]
 [6275 5250]
 [7000 2109]
 [5893 1500]
 [4750 1963]
 [2546 6250]
 [1750 6361]
 [7875 2000]
 [5250 6482]
 [3639 8000]
 [4500 5571]
 [2784 4750]
 [2500 3687]
 [7093 5500]
 [2000 3331]
 [6478 6000]
 [6500 3171]
 [2279 7250]
 [7250 5055]
 [6102 8250]
 [1750 7736]
 [7453 3500]
 [4250 2732]
 [7003 5250]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[8, 10, 7, 6, 40, 16, 5, 2, 23, 3, 1, 26, 32, 4]",1710,0,24
14499665,"[[5000 5000]
 [2750 4328]
 [2696 6500]
 [6000 5997]
 [2315 4500]
 [5000 6585]
 [3983 2750]
 [2250 5998]
 [7122 2250]
 [4750 6697]
 [5059 1750]
 [3750 1714]
 [2453 7500]
 [4000 6642]
 [5007 6500]
 [7500 7870]
 [2220 2500]
 [2000 7804]
 [5063 7500]
 [7250 8414]
 [2383 3500]
 [7250 2703]
 [2628 2250]
 [7000 8339]
 [4312 6750]
 [5750 4707]
 [7566 1500]
 [3000 7818]
 [2461 5500]
 [2250 5154]
 [6987 2500]
 [6250 2929]
 [2505 4500]
 [2250 6989]
 [6631 5750]
 [5500 7765]
 [3391 3250]
 [3750 1817]
 [4737 1750]
 [4750 3445]
 [3062 5500]
 [1500 6167]
 [2011 5750]
 [4250 7110]
 [5198 3500]
 [1750 6883]
 [6483 7000]
 [5250 6413]
 [6117 5750]
 [8000 6094]
 [7765 5500]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[3, 48, 31, 8, 6, 1, 4, 7, 2, 5]",1700,0,6
16850502,"[[5000 5000]
 [4750 7009]
 [5303 2750]
 [3000 3554]
 [4322 6500]
 [3250 5419]
 [3813 3000]
 [7000 6242]
 [4969 6250]
 [3000 3779]
 [5846 1500]
 [3250 8047]
 [7714 8000]
 [2000 5299]
 [4233 3750]
 [7500 7500]
 [4634 3250]
 [5250 6834]
 [2310 3000]
 [2250 6425]
 [2620 7500]
 [2250 3970]
 [6604 3500]
 [1500 5842]
 [2312 7250]
 [7250 2191]
 [7772 2000]
 [1750 5250]
 [7370 5750]
 [7000 1604]
 [8043 2500]
 [1750 4908]
 [3001 1750]
 [8250 8116]
 [6053 2250]
 [1750 6662]
 [4911 2750]
 [1500 5386]
 [8099 5000]
 [1500 5524]
 [5908 6750]
 [2000 2508]
 [6170 4500]
 [7750 2468]
 [7153 5250]
 [6500 6340]
 [6672 4750]
 [7250 5090]
 [2649 7500]
 [8250 4174]
 [2758 2750]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[8, 7, 40, 1, 4, 5, 3, 6, 36, 2]",1433,0,60
17181969,"[[5000 5000]
 [4000 4706]
 [6962 6750]
 [2250 5951]
 [2162 3500]
 [7750 2354]
 [3327 4500]
 [4750 6058]
 [3268 5250]
 [6750 8091]
 [6167 4500]
 [5000 3010]
 [2630 3000]
 [4500 6817]
 [3731 6000]
 [7500 5601]
 [3849 7500]
 [3500 4244]
 [3842 3500]
 [6250 6869]
 [1820 1500]
 [2000 5661]
 [5357 4250]
 [2500 5287]
 [2914 8250]
 [6500 5919]
 [7181 4750]
 [1500 2090]
 [6316 1750]
 [1500 8339]
 [7598 6500]
 [3500 3250]
 [3770 3000]
 [2750 4670]
 [7861 4750]
 [2500 6530]
 [7799 2500]
 [3000 8361]
 [3258 2000]
 [3250 6443]
 [7129 6250]
 [6250 8067]
 [4562 4750]
 [5000 2189]
 [4251 2250]
 [7000 7428]
 [8449 4500]
 [1500 5057]
 [8440 5000]
 [7750 4114]
 [2525 3250]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[1, 6, 8, 23, 3, 4, 50, 32, 11, 5, 49, 15, 40, 2, 7]",1839,0,258
17395188,"[[5000 5000]
 [3250 4379]
 [4261 3750]
 [7250 4350]
 [4425 6000]
 [3500 2795]
 [6354 5750]
 [5250 6390]
 [2653 5500]
 [8000 3727]
 [7192 7500]
 [4750 4235]
 [6188 7000]
 [7750 5227]
 [4228 8000]
 [6500 5375]
 [8421 5250]
 [4500 4950]
 [8312 6500]
 [5750 4849]
 [5172 2500]
 [1750 3393]
 [3839 5250]
 [3500 5313]
 [6349 7500]
 [1500 6820]
 [2800 5250]
 [4000 2188]
 [2347 5750]
 [3000 5455]
 [2290 8250]
 [7500 7178]
 [4281 5250]
 [1750 7316]
 [4027 7250]
 [1750 3122]
 [3156 3000]
 [5250 6610]
 [4800 4500]
 [7250 6972]
 [3040 6250]
 [1500 3911]
 [8397 3250]
 [6250 5936]
 [2702 8250]
 [6500 5888]
 [6447 6250]
 [2250 2508]
 [1763 6750]
 [5000 4362]
 [3017 6000]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[11, 2, 5, 1, 26, 8, 50, 4, 7, 43, 6, 15, 3]",1470,0,12
18464482,"[[5000 5000]
 [6250 7868]
 [2998 5250]
 [4000 5381]
 [3149 5750]
 [6000 6341]
 [4139 5250]
 [2000 2272]
 [3327 2000]
 [3250 3004]
 [3920 4750]
 [4250 1572]
 [8082 6500]
 [4250 2844]
 [5846 4000]
 [2750 7107]
 [6391 4500]
 [4250 1849]
 [8173 7750]
 [8250 8333]
 [7812 1750]
 [4250 3750]
 [5231 5750]
 [7500 5455]
 [2356 6000]
 [3000 2161]
 [5806 6500]
 [3500 2933]
 [6590 6500]
 [3250 3859]
 [2858 2250]
 [5000 4276]
 [7685 7750]
 [5500 3447]
 [6619 4500]
 [2250 7392]
 [8086 4750]
 [6000 2468]
 [1891 2500]
 [3500 2208]
 [7381 3000]
 [2750 5279]
 [6550 6750]
 [6000 3215]
 [2610 5500]
 [4750 3186]
 [2569 6250]
 [1500 4416]
 [4210 5500]
 [3000 2374]
 [4789 3500]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[10, 27, 39, 8, 25, 30, 7, 49, 2, 4, 3, 6, 48, 22, 5, 1, 42, 16, 31]",1858,0,10
18525533,"[[5000 5000]
 [2500 7226]
 [6626 6000]
 [7750 3046]
 [4997 6000]
 [6500 5738]
 [6338 5250]
 [5000 4819]
 [7342 4750]
 [2500 7031]
 [8058 3000]
 [3000 7174]
 [5268 7750]
 [2000 4675]
 [4984 8000]
 [6500 4862]
 [2082 3000]
 [2250 7702]
 [7554 4250]
 [5750 6998]
 [1657 4250]
 [2250 6386]
 [8212 5750]
 [7000 7648]
 [6955 1750]
 [4500 4481]
 [6273 4750]
 [2750 5175]
 [6434 6500]
 [5000 6009]
 [5466 6750]
 [8000 3135]
 [7317 3500]
 [3750 6444]
 [5207 4000]
 [7000 8239]
 [6144 7000]
 [6250 5589]
 [5597 7500]
 [3750 6089]
 [4721 6750]
 [3500 3726]
 [4402 6000]
 [3000 2398]
 [2042 1500]
 [2000 5686]
 [4115 8250]
 [2500 6688]
 [6811 3000]
 [6250 5307]
 [8428 6500]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[7, 27, 45, 9, 1, 11, 48, 3, 8, 6, 5, 2, 4]",1905,0,70
18930197,"[[5000 5000]
 [6250 3436]
 [6010 5750]
 [2750 7597]
 [2037 6000]
 [5500 6231]
 [2821 2750]
 [6250 2657]
 [3432 6500]
 [4750 4963]
 [5665 1500]
 [3750 4296]
 [5714 5000]
 [1500 6998]
 [4889 5500]
 [2250 3973]
 [6035 2000]
 [7250 7185]
 [5800 5000]
 [3000 1714]
 [3712 4000]
 [4750 2195]
 [7797 3250]
 [6250 6747]
 [5235 7250]
 [7000 4864]
 [3064 5750]
 [8000 7011]
 [8062 5750]
 [7250 3313]
 [4346 8000]
 [3500 5219]
 [1908 7750]
 [3750 8380]
 [2103 4500]
 [2750 3910]
 [1590 6750]
 [8250 8404]
 [3341 6750]
 [4500 8160]
 [3344 4750]
 [3750 3414]
 [6913 2500]
 [3000 4654]
 [2342 5750]
 [5000 4923]
 [1754 6250]
 [4250 6001]
 [7733 3250]
 [4000 8302]
 [8368 2750]]",Num of UAV_0: 4 Num of UAV_1: 4,50,0,"[1, 7, 6, 15, 34, 4, 3, 8, 5, 2, 18, 12]",1691,0,6
1098222,"[[5000 5000]
 [5000 4391]
 [6203 7000]
 [4500 7300]
 [7062 7000]
 [3250 5409]
 [3098 7000]
 [6500 2415]
 [6777 4750]
 [2250 4264]
 [3406 8250]
 [2250 1969]
 [3900 4500]
 [6750 2741]
 [7032 4500]
 [8000 3141]
 [2934 1750]
 [8250 7982]
 [2698 5500]
 [5250 5744]
 [5467 2750]
 [3500 6956]
 [3615 2250]
 [4750 7028]
 [6546 3250]
 [2000 4884]
 [4650 3250]
 [3000 4230]
 [2719 4250]
 [5500 4071]
 [6337 4500]
 [6000 7281]
 [3938 4250]
 [4500 3825]
 [8313 5750]
 [3500 2581]
 [5768 8000]
 [4000 5952]
 [5347 2000]
 [3000 3193]
 [6392 1750]
 [5750 7320]
 [1504 1500]
 [3250 1951]
 [4582 7000]
 [2750 2491]
 [5971 3750]
 [1500 3713]
 [2562 5250]
 [2250 7769]
 [2962 7000]]",Num of UAV_0: 4 Num of UAV_1: 4,50,10,"[1, 33, 26, 20, 7, 8, 4, 2, 3, 6, 5]",1554,0,402
3234108,"[[5000 5000]
 [7250 2957]
 [4945 4250]
 [4500 2980]
 [5562 5750]
 [5500 3016]
 [6007 4250]
 [6500 7144]
 [3480 7750]
 [5500 5361]
 [3843 6500]
 [7000 7530]
 [4233 4250]
 [2750 4144]
 [6100 3750]
 [7500 3265]
 [7691 4750]
 [2000 5652]
 [2202 4750]
 [3750 5516]
 [4174 5000]
 [2000 1996]
 [7087 1750]
 [2000 6727]
 [8367 2250]
 [4500 4431]
 [3275 6750]
 [7250 5264]
 [6370 4000]
 [5750 2349]
 [5479 7500]
 [3250 4976]
 [4351 3750]
 [7000 4972]
 [7158 4000]
 [7250 4709]
 [5585 1750]
 [6750 4155]
 [3883 7500]
 [8250 5162]
 [5762 1750]
 [6500 4756]
 [5516 3500]
 [5500 3514]
 [6867 7750]
 [8000 5921]
 [4903 7750]
 [4500 3453]
 [1905 6500]
 [5500 8083]
 [7210 4500]]",Num of UAV_0: 4 Num of UAV_1: 4,50,10,"[20, 10, 8, 38, 30, 7, 4, 6, 14, 1, 5, 3, 47, 2]",1671,0,10
4792065,"[[5000 5000]
 [3500 5952]
 [2765 3500]
 [5250 4847]
 [5049 3500]
 [5000 7767]
 [4066 7250]
 [2750 4702]
 [7936 2000]
 [6000 4596]
 [2560 6000]
 [6250 2170]
 [6245 3000]
 [5000 2048]
 [2560 5500]
 [6250 3319]
 [5217 8000]
 [3750 4489]
 [8326 6000]
 [7750 5525]
 [6794 5250]
 [5000 4605]
 [8214 7500]
 [6750 2222]
 [3746 8250]
 [4250 4087]
 [2180 6750]
 [3000 2428]
 [4948 2750]
 [5000 3653]
 [3122 3500]
 [7500 2949]
 [7455 7250]
 [3750 5295]
 [8098 2500]
 [2500 2883]
 [3615 8250]
 [3250 1917]
 [2191 2500]
 [6250 4722]
 [8038 7250]
 [6000 1678]
 [7924 6250]
 [4000 3238]
 [3790 6750]
 [7000 2253]
 [8188 6000]
 [3250 4810]
 [2576 6750]
 [4000 8236]
 [4791 5750]]",Num of UAV_0: 4 Num of UAV_1: 4,50,10,"[3, 39, 11, 8, 4, 2, 7, 1, 6, 5]",2122,0,578
5541347,"[[5000 5000]
 [6500 6549]
 [3126 5500]
 [6000 6251]
 [7052 2750]
 [4500 3941]
 [6146 4500]
 [7250 4049]
 [4960 4250]
 [4500 4763]
 [6616 5500]
 [2750 5041]
 [6710 4250]
 [6500 4867]
 [7069 1500]
 [2500 7296]
 [1543 2000]
 [5250 6652]
 [2197 5500]
 [5750 2471]
 [5837 2500]
 [7750 8225]
 [2261 5500]
 [6750 6271]
 [1748 1750]
 [3000 4823]
 [1745 6000]
 [3000 7056]
 [2946 8250]
 [8000 3312]
 [6652 3750]
 [6500 2885]
 [3895 1750]
 [7250 8089]
 [5755 5000]
 [5750 6526]
 [5754 3000]
 [7500 7874]
 [1838 7500]
 [1750 2101]
 [7277 5250]
 [2250 6057]
 [1984 5750]
 [7250 1987]
 [1975 7000]
 [6750 5660]
 [4405 6750]
 [6500 4792]
 [5101 4250]
 [2750 4162]
 [1727 7000]]",Num of UAV_0: 4 Num of UAV_1: 4,50,10,"[2, 11, 49, 5, 8, 6, 12, 7, 4, 31, 47, 13, 1, 3, 34]",1508,0,26
6326915,"[[5000 5000]
 [3500 7776]
 [4222 6250]
 [6750 4113]
 [5283 2250]
 [7000 3154]
 [3995 3000]
 [4500 6289]
 [2001 5000]
 [6500 4362]
 [2765 8000]
 [2250 3808]
 [7276 2000]
 [3500 1808]
 [7528 3750]
 [3250 4877]
 [7954 3000]
 [3250 8050]
 [5711 8000]
 [5250 1748]
 [7658 2500]
 [5250 1537]
 [4665 7500]
 [5000 4697]
 [3565 7000]
 [2500 8287]
 [5341 1750]
 [3000 3761]
 [4218 8000]
 [2750 4482]
 [6313 6000]
 [3250 3428]
 [4482 7250]
 [6250 6019]
 [7555 7250]
 [2000 4782]
 [3946 2250]
 [2250 8305]
 [3794 6000]
 [3500 5060]
 [3971 4750]
 [2500 7071]
 [3933 3250]
 [7750 6017]
 [2549 3000]
 [6250 1526]
 [7792 4000]
 [4750 1878]
 [7666 4250]
 [2000 5324]
 [2811 8000]]",Num of UAV_0: 4 Num of UAV_1: 4,50,10,"[7, 2, 24, 1, 39, 8, 11, 27, 31, 42, 6, 4, 5, 3, 9, 23]",1758,0,30
7114942,"[[5000 5000]
 [3000 4433]
 [4899 3500]
 [4250 2787]
 [2139 4500]
 [5250 6233]
 [2254 5500]
 [5500 3905]
 [7049 3750]
 [5500 6357]
 [6893 7500]
 [1500 4374]
 [2557 7750]
 [4750 7904]
 [8393 7250]
 [5750 1777]
 [5430 8000]
 [8000 2728]
 [4671 5250]
 [4250 1685]
 [4203 6750]
 [8000 5829]
 [8169 5000]
 [7250 5700]
 [7498 5750]
 [2250 8095]
 [4475 6250]
 [8000 6795]
 [5797 3500]
 [8000 1691]
 [8444 7500]
 [1500 7468]
 [5972 1750]
 [4750 1575]
 [2735 4750]
 [5500 2960]
 [7232 7500]
 [2500 8304]
 [8215 1500]
 [1750 1715]
 [6290 4500]
 [2500 2693]
 [5316 3750]
 [3000 3136]
 [6055 4750]
 [7500 7165]
 [1680 2000]
 [3500 7144]
 [2466 2500]
 [3500 6685]
 [6755 6250]]",Num of UAV_0: 4 Num of UAV_1: 4,50,10,"[7, 8, 28, 2, 3, 1, 4, 6, 5]",1431,0,12
7543240,"[[5000 5000]
 [4000 6963]
 [7386 7250]
 [4750 2304]
 [7964 6250]
 [3750 2482]
 [2462 3250]
 [3500 4454]
 [6423 5000]
 [5250 7423]
 [7160 4250]
 [7000 2039]
 [6171 5500]
 [3000 3313]
 [2131 5750]
 [2500 2510]
 [3246 7250]
 [7750 1775]
 [7600 3250]
 [5750 6153]
 [1837 3500]
 [5000 6499]
 [8334 2000]
 [6750 7760]
 [5096 8250]
 [7750 3981]
 [4905 7250]
 [6750 3431]
 [7795 6750]
 [2250 3237]
 [4978 3500]
 [3000 6437]
 [4030 2000]
 [5000 2321]
 [3622 3500]
 [4000 5483]
 [2193 6500]
 [6750 5995]
 [1622 2500]
 [2750 2348]
 [8168 5750]
 [3000 2958]
 [6774 4500]
 [2250 8369]
 [4892 6750]
 [1750 3393]
 [3154 2750]
 [4250 1829]
 [7188 4000]
 [6000 2319]
 [1542 5500]]",Num of UAV_0: 4 Num of UAV_1: 4,50,10,"[30, 3, 5, 15, 6, 13, 7, 1, 26, 2, 4, 10, 8]",1864,0,120
